"csv_fid","csv_nid","csv_filename","csv_path","csv_mime","csv_title","csv_date","csv_date_y","csv_date_m"
"18218","42942","goodvibes-bracelet-rendering-covid-19-hackathon-h.png","public://news/featured/goodvibes-bracelet-rendering-covid-19-hackathon-h.png","image/png","","1612800031","2021","02"
"18225","42939","esogbue_hero1rev.jpg","public://news/featured/esogbue_hero1rev.jpg","image/jpeg","","1612892046","2021","02"
"18205","42938","2021-hack-covid-19_gt_banner.png","public://news/featured/2021-hack-covid-19_gt_banner_9.png","image/png","","1612458436","2021","02"
"18184","42936","emerald_hero_alt.jpg","public://news/featured/emerald_hero_alt.jpg","image/jpeg","","1612382393","2021","02"
"18180","42935","coskun-3d-tissue-conceptual-image-h_0.png","public://news/featured/coskun-3d-tissue-conceptual-image-h_0.png","image/png","","1612204898","2021","02"
"18178","42934","origami1_900x600_0.jpg","public://news/featured/origami1_900x600_0.jpg","image/jpeg","","1612204101","2021","02"
"18176","42933","rosenstein-lisa-teaching_h_0.jpg","public://news/featured/rosenstein-lisa-teaching_h_0.jpg","image/jpeg","","1612203869","2021","02"
"18166","42928","nerve-cell-2213009-colin-behrens-pixabay-no-attrib-h.jpg","public://news/featured/nerve-cell-2213009-colin-behrens-pixabay-no-attrib-h.jpg","image/jpeg","","1611590616","2021","01"
"18164","42927","1946_frank_groseclose_0.jpg","public://news/featured/1946_frank_groseclose_0.jpg","image/jpeg","","1611590393","2021","01"
"18157","42924","vaccine_web-social.jpg","public://news/featured/vaccine_web-social.jpg","image/jpeg","","1611246882","2021","01"
"18153","42922","paul_steffes_000.jpg","public://news/featured/paul_steffes_000.jpg","image/jpeg","","1611160395","2021","01"
"18151","42921","frobles.jpg","public://news/featured/frobles.jpg","image/jpeg","","1611159265","2021","01"
"18147","42920","kh_1.jpg","public://news/featured/kh_1.jpg","image/jpeg","","1611158904","2021","01"
"18123","42916","original.jpeg","public://news/featured/original.jpeg","image/jpeg","","1610475882","2021","01"
"18103","42915","andres.jpg","public://news/featured/andres.jpg","image/jpeg","","1610466660","2021","01"
"18135","42914","mlk-hero2.jpg","public://news/featured/mlk-hero2.jpg","image/jpeg","","1610631914","2021","01"
"18093","42912","drone-racing_hero4a.jpg","public://news/featured/drone-racing_hero4a.jpg","image/jpeg","","1610377699","2021","01"
"18086","42911","beyah_homepagehero.jpg","public://news/featured/beyah_homepagehero.jpg","image/jpeg","","1609778182","2021","01"
"18080","42906","ajay-restaurant.jpg","public://news/featured/ajay-restaurant.jpg","image/jpeg","","1608309838","2020","12"
"18050","42897","astronautvid-hero.jpg","public://news/featured/astronautvid-hero.jpg","image/jpeg","","1607107440","2020","12"
"18078","42905","ocular_needle_with_eye2_0.jpg","public://news/featured/ocular_needle_with_eye2_0.jpg","image/jpeg","","1608309192","2020","12"
"18060","42901","fb_img_1607554177805.jpg","public://news/featured/fb_img_1607554177805.jpg","image/jpeg","","1607962033","2020","12"
"18070","42904","gtstratplan_logofinalwtag.jpg","public://news/featured/gtstratplan_logofinalwtag.jpg","image/jpeg","","1608154559","2020","12"
"18066","42903","popefellows-headeronly.jpg","public://news/featured/popefellows-headeronly.jpg","image/jpeg","","1608133607","2020","12"
"18062","42902","original.jpg","public://news/featured/original_14.jpg","image/jpeg","","1608132360","2020","12"
"18058","42900","craig-naia-butler-_space_station1200.jpg","public://news/featured/craig-naia-butler-_space_station1200.jpg","image/jpeg","","1607955279","2020","12"
"18055","42898","2020-holiday-hero.jpg","public://news/featured/2020-holiday-hero.jpg","image/jpeg","","1607546769","2020","12"
"18046","42896","img_0400.jpg","public://news/featured/img_0400_8.jpg","image/jpeg","","1606959482","2020","12"
"18017","42895","gettyimages-1249961285-md.jpg","public://news/featured/gettyimages-1249961285-md.jpg","image/jpeg","","1606941055","2020","12"
"18015","42893","uvg_0.jpg","public://news/featured/uvg_0.jpg","image/jpeg","","1606768656","2020","11"
"17994","42891","einstein_hero.jpg","public://news/featured/einstein_hero.jpg","image/jpeg","","1606098267","2020","11"
"18008","42890","chiamaka_art-webrev.jpg","public://news/featured/chiamaka_art-webrev.jpg","image/jpeg","","1606147221","2020","11"
"17982","42889","mag_industry_hero2_1.jpg","public://news/featured/mag_industry_hero2_1.jpg","image/jpeg","","1605910780","2020","11"
"17979","42887","grm_podium_cropped.jpg","public://news/featured/grm_podium_cropped.jpg","image/jpeg","","1605890999","2020","11"
"17978","42886","jorge_at_the_brewery.jpg","public://news/featured/jorge_at_the_brewery.jpg","image/jpeg","","1605824554","2020","11"
"17968","42885","blazeck.jpg","public://news/featured/blazeck_0.jpg","image/jpeg","","1605818913","2020","11"
"17963","42884","img_3515_002_1.jpg","public://news/featured/img_3515_002_1.jpg","image/jpeg","","1605816723","2020","11"
"17929","42882","covid_holiday_shopper.jpg","public://news/featured/covid_holiday_shopper.jpg","image/jpeg","","1605276859","2020","11"
"17907","42879","mag_alumni_hero.jpg","public://news/featured/mag_alumni_hero.jpg","image/jpeg","","1605130715","2020","11"
"18011","42878","ar-preview2.jpg","public://news/featured/ar-preview2.jpg","image/jpeg","","1606247380","2020","11"
"17881","42876","mag_nasa_hero.jpg","public://news/featured/mag_nasa_hero.jpg","image/jpeg","","1605037853","2020","11"
"17878","42874","ft-benning_feat2.jpg","public://news/featured/ft-benning_feat2.jpg","image/jpeg","","1604945124","2020","11"
"17866","42873","wasterwater3.jpeg","public://news/featured/wasterwater3.jpeg","image/jpeg","","1604856603","2020","11"
"17861","42872","bmed_students_0.jpg","public://news/featured/bmed_students_0.jpg","image/jpeg","","1604600433","2020","11"
"17854","42869","200901-f-xf897-1009.jpg","public://news/featured/200901-f-xf897-1009.jpg","image/jpeg","","1604413408","2020","11"
"17850","42868","pnnl_richland_campus_aerial_photo.jpg","public://news/featured/pnnl_richland_campus_aerial_photo.jpg","image/jpeg","","1604342569","2020","11"
"17843","42866","hurricane_sq_0.jpg","public://news/featured/hurricane_sq_0.jpg","image/jpeg","","1603476108","2020","10"
"17841","42865","hi-res-tube_3_peg_microgels.jpg","public://news/featured/hi-res-tube_3_peg_microgels.jpg","image/jpeg","","1603475534","2020","10"
"17837","42863","jamel_hero2.jpg","public://news/featured/jamel_hero2.jpg","image/jpeg","","1603467644","2020","10"
"17824","42861","susan.jpg","public://news/featured/susan.jpg","image/jpeg","","1603122702","2020","10"
"17819","42860","2019-2020_e-boardc.jpg","public://news/featured/2019-2020_e-boardc.jpg","image/jpeg","","1603111933","2020","10"
"17828","42859","rudy.jpg","public://news/featured/rudy.jpg","image/jpeg","","1603385224","2020","10"
"17815","42857","schulzelephant-hero1.jpg","public://news/featured/schulzelephant-hero1.jpg","image/jpeg","","1602869332","2020","10"
"17806","42856","k-book_header.jpg","public://news/featured/k-book_header.jpg","image/jpeg","","1602614520","2020","10"
"17804","42855","h_murray_photo_sq_0.jpg","public://news/featured/h_murray_photo_sq_0.jpg","image/jpeg","","1602599522","2020","10"
"17794","42853","yassin-feat1a.jpg","public://news/featured/yassin-feat1a.jpg","image/jpeg","","1602266793","2020","10"
"17790","42852","photo_1web.jpg","public://news/featured/photo_1web.jpg","image/jpeg","","1602097647","2020","10"
"17769","42848","clark-story-header.jpg","public://news/featured/clark-story-header.jpg","image/jpeg","","1600871158","2020","09"
"17762","42846","nsf-urm_final.jpg","public://news/featured/nsf-urm_final.jpg","image/jpeg","","1600696247","2020","09"
"17757","42843","larry-interim_hero2.jpg","public://news/featured/larry-interim_hero2.jpg","image/jpeg","","1600356279","2020","09"
"17751","42841","steve-provost_1_002.jpg","public://news/featured/steve-provost_1_002.jpg","image/jpeg","","1600182788","2020","09"
"17721","42839","ugrad-rankings_092020.jpg","public://news/featured/ugrad-rankings_092020.jpg","image/jpeg","","1600085726","2020","09"
"17716","42838","b110cc22-a49f-4d44-b7f7-cbce1e16f09f.png","public://news/featured/b110cc22-a49f-4d44-b7f7-cbce1e16f09f.png","image/png","","1599585742","2020","09"
"17712","42836","asme-cie-hackaton-winners-1000.jpg","public://news/featured/asme-cie-hackaton-winners-1000.jpg","image/jpeg","","1598630741","2020","08"
"17702","42834","frakes_hero.jpg","public://news/featured/frakes_hero.jpg","image/jpeg","","1598471864","2020","08"
"17696","42833","slingshot-spider-0395.jpg","public://news/featured/slingshot-spider-0395.jpg","image/jpeg","","1598457664","2020","08"
"17693","42832","hammond_homepage.jpg","public://news/featured/hammond_homepage.jpg","image/jpeg","","1598274308","2020","08"
"17686","42831","yeo_in_lab.jpg","public://news/featured/yeo_in_lab.jpg","image/jpeg","","1597760035","2020","08"
"17681","42829","gidden-asee_2_1.jpg","public://news/featured/gidden-asee_2_1.jpg","image/jpeg","","1597690490","2020","08"
"17665","42826","cisephoto900x600.jpg","public://news/featured/cisephoto900x600.jpg","image/jpeg","","1597158427","2020","08"
"17661","42823","faceshields_homepage.jpg","public://news/featured/faceshields_homepage.jpg","image/jpeg","","1596548746","2020","08"
"17653","42821","maxresdefault.jpg","public://news/featured/maxresdefault_0.jpg","image/jpeg","","1596031790","2020","07"
"18128","42820","wonyalucas_hero.jpg","public://news/featured/wonyalucas_hero.jpg","image/jpeg","","1610563580","2021","01"
"17614","42818","coe_40under40-hero.jpg","public://news/featured/coe_40under40-hero.jpg","image/jpeg","","1595357001","2020","07"
"17608","42817","img_8907.jpg","public://news/featured/img_8907.jpg","image/jpeg","","1595274221","2020","07"
"17613","42816","jore_rectangle.jpg","public://news/featured/jore_rectangle.jpg","image/jpeg","","1595335345","2020","07"
"17594","42815","kyra_homepage_edit.jpg","public://news/featured/kyra_homepage_edit.jpg","image/jpeg","","1595253271","2020","07"
"17547","42810","devesh-feat_1_002.jpg","public://news/featured/devesh-feat_1_002.jpg","image/jpeg","","1594410443","2020","07"
"17543","42809","jon_rogers_mooc_crop_002.jpg","public://news/featured/jon_rogers_mooc_crop_002.jpg","image/jpeg","","1594404462","2020","07"
"17534","42805","jane_jain.jpg","public://news/featured/jane_jain.jpg","image/jpeg","","1594053993","2020","07"
"17525","42803","gurses_photo.png","public://news/featured/gurses_photo.png","image/png","","1593027698","2020","06"
"17520","42800","lilliananderson_ece.jpg","public://news/featured/lilliananderson_ece.jpg","image/jpeg","","1592583898","2020","06"
"17522","42801","ranjan.jpg","public://news/featured/ranjan.jpg","image/jpeg","","1592584420","2020","06"
"17516","42799","slothbot.jpg","public://news/featured/slothbot.jpg","image/jpeg","","1592408791","2020","06"
"17513","42798","susanthomaslab_2_0.jpg","public://news/featured/susanthomaslab_2_0.jpg","image/jpeg","","1592334285","2020","06"
"17511","42797","swati_candler_hobbs_credit_square_0.jpg","public://news/featured/swati_candler_hobbs_credit_square_0.jpg","image/jpeg","","1592333749","2020","06"
"17519","42795","6081392d-e0ac-4056-a272-6640aec18436.jpg","public://news/featured/6081392d-e0ac-4056-a272-6640aec18436.jpg","image/jpeg","","1592489427","2020","06"
"17504","42794","18c5413_p2_006_0.jpg","public://news/featured/18c5413_p2_006_0.jpg","image/jpeg","","1591641849","2020","06"
"17503","42793","manos_a._portrait.jpg","public://news/featured/manos_a._portrait.jpg","image/jpeg","","1591641398","2020","06"
"17505","42792","fe093e89-5cea-4d57-ac02-2e9a3fdf575e.jpg","public://news/featured/fe093e89-5cea-4d57-ac02-2e9a3fdf575e.jpg","image/jpeg","","1591643330","2020","06"
"17484","42784","emilyalcazar_headshot.jpg","public://news/featured/emilyalcazar_headshot.jpg","image/jpeg","","1590515403","2020","05"
"17483","42783","yang-300.jpg","public://news/featured/yang-300.jpg","image/jpeg","","1590075141","2020","05"
"17482","42782","smith-marilyn-preferred_0_71.jpg","public://news/featured/smith-marilyn-preferred_0_71.jpg","image/jpeg","","1590074946","2020","05"
"17480","42781","professor_arkadi_nemirovski.png","public://news/featured/professor_arkadi_nemirovski.png","image/png","","1589904922","2020","05"
"17477","42780","hack_covid-19_gt_web_header_1_v2.jpg","public://news/featured/hack_covid-19_gt_web_header_1_v2.jpg","image/jpeg","","1589894281","2020","05"
"17454","42777","lakshmi_robot_photo.jpg","public://news/featured/lakshmi_robot_photo.jpg","image/jpeg","","1589226489","2020","05"
"17448","42776","grubert-edit-final.jpg","public://news/featured/grubert-edit-final.jpg","image/jpeg","","1589224380","2020","05"
"17439","42775","0201587orig_nasa.jpg","public://news/featured/0201587orig_nasa.jpg","image/jpeg","","1589213934","2020","05"
"17430","42773","emergency_ventilator_at_an_angle.jpg","public://news/featured/emergency_ventilator_at_an_angle.jpg","image/jpeg","","1589199386","2020","05"
"17426","42772","19c10200-p44-006.jpg","public://news/featured/19c10200-p44-006.jpg","image/jpeg","","1588967421","2020","05"
"17449","42771","mitchell1.jpg","public://news/featured/mitchell1.jpg","image/jpeg","","1589225572","2020","05"
"17421","42768","dahlman_with_dish.jpg","public://news/featured/dahlman_with_dish.jpg","image/jpeg","","1588964436","2020","05"
"17415","42767","ventilator.jpg","public://news/featured/ventilator.jpg","image/jpeg","","1588963638","2020","05"
"17410","42766","18c5404_p1_008.jpg","public://news/featured/18c5404_p1_008.jpg","image/jpeg","","1588962512","2020","05"
"17408","42765","headshots-sophia-velastegui-030-final-v2_002.jpg","public://news/featured/headshots-sophia-velastegui-030-final-v2_002.jpg","image/jpeg","","1588961893","2020","05"
"17406","42764","baonguyen_cyber_edit.jpg","public://news/featured/baonguyen_cyber_edit.jpg","image/jpeg","","1588961510","2020","05"
"17394","42762","nsbe.jpg","public://news/featured/nsbe.jpg","image/jpeg","","1588357314","2020","05"
"17392","42761","danielg2.jpg","public://news/featured/danielg2.jpg","image/jpeg","","1588338300","2020","05"
"17383","42760","coe-grads_white-social.png","public://news/featured/coe-grads_white-social.png","image/png","","1588273805","2020","04"
"17370","42759","xueqiao.jpg","public://news/featured/xueqiao.jpg","image/jpeg","","1588093842","2020","04"
"17364","42757","kinaxsis_0.png","public://news/featured/kinaxsis_0.png","image/png","","1588014022","2020","04"
"17363","42753","km7uuvsw_400x400.png","public://news/featured/km7uuvsw_400x400.png","image/png","","1588012944","2020","04"
"17351","42755","kwong-feat-2.png","public://news/featured/kwong-feat-2.png","image/png","","1588002091","2020","04"
"17348","42754","damon_p._williams_square_0_0.jpg","public://news/featured/damon_p._williams_square_0_0.jpg","image/jpeg","","1587653207","2020","04"
"17334","42739","49714803552_3fcb8a427a_o.jpg","public://news/featured/49714803552_3fcb8a427a_o.jpg","image/jpeg","","1587137881","2020","04"
"17332","42752","penny.jpg","public://news/featured/penny_0.jpg","image/jpeg","","1587137681","2020","04"
"17333","42751","hatzell_yip_square.jpg","public://news/featured/hatzell_yip_square_0.jpg","image/jpeg","","1587137731","2020","04"
"17313","42749","sm.jpg","public://news/featured/sm.jpg","image/jpeg","","1586965176","2020","04"
"17310","42748","download.jpg","public://news/featured/download_3.jpg","image/jpeg","","1586879269","2020","04"
"17307","42747","rachel_cummings_headshot_square_0.jpg","public://news/featured/rachel_cummings_headshot_square_0.jpg","image/jpeg","","1586878757","2020","04"
"17304","42745","download.jpg","public://news/featured/download_2.jpg","image/jpeg","","1586371393","2020","04"
"17299","42744","roy_bethune_-_oldest_gt_alumnus-53.jpg","public://news/featured/roy_bethune_-_oldest_gt_alumnus-53.jpg","image/jpeg","","1586281129","2020","04"
"17284","42719","marinerobotics_1_sq.png","public://news/featured/marinerobotics_1_sq.png","image/png","","1585760215","2020","04"
"17287","42741","img_5209.jpeg","public://news/featured/img_5209.jpeg","image/jpeg","","1585843041","2020","04"
"17273","42738","0543860a-p1-97_0.jpg","public://news/featured/0543860a-p1-97_0.jpg","image/jpeg","","1585655420","2020","03"
"17247","42737","0543860a-p1-97.jpg","public://news/featured/0543860a-p1-97.jpg","image/jpeg","","1585339774","2020","03"
"17238","42736","face_shields.png","public://news/featured/face_shields.png","image/png","","1585314251","2020","03"
"17228","42732","katie-zhu_feat-1.png","public://news/featured/katie-zhu_feat-1_0.png","image/png","","1585156686","2020","03"
"17217","42729","pinar.jpg","public://news/featured/pinar.jpg","image/jpeg","","1584643532","2020","03"
"17237","42728","marthaquo_ig-alt_002.png","public://news/featured/marthaquo_ig-alt_002.png","image/png","","1585313997","2020","03"
"17209","42727","headshot.jpg","public://news/featured/headshot_2.jpg","image/jpeg","","1584552869","2020","03"
"17207","42726","lymphatech_scan_image.jpg","public://news/featured/lymphatech_scan_image.jpg","image/jpeg","","1584474265","2020","03"
"17204","42723","gradrankings_spr2020_ig.png","public://news/featured/gradrankings_spr2020_ig.png","image/png","","1584379392","2020","03"
"17195","42717","star_particles_-_5_003.jpg","public://news/featured/star_particles_-_5_003.jpg","image/jpeg","","1583775092","2020","03"
"17188","42716","40500073323_db6e87c2c6_k.jpg","public://news/featured/40500073323_db6e87c2c6_k.jpg","image/jpeg","","1583769071","2020","03"
"17158","42713","lumber.jpg","public://news/featured/lumber.jpg","image/jpeg","","1583253758","2020","03"
"17163","42715","quinelle1_.jpg","public://news/featured/quinelle1_.jpg","image/jpeg","","1583419770","2020","03"
"17159","42714","graduate_certificate_data_science_chemical_industry.jpg","public://news/featured/graduate_certificate_data_science_chemical_industry.jpg","image/jpeg","","1583267164","2020","03"
"17156","42712","shriners-006.jpg","public://news/featured/shriners-006.jpg","image/jpeg","","1583253362","2020","03"
"17149","42709","crescendo-ig.png","public://news/featured/crescendo-ig.png","image/png","","1582555415","2020","02"
"17146","42707","susan_burns_2019.png","public://news/featured/susan_burns_2019.png","image/png","","1582051562","2020","02"
"17148","42708","pinar_head_shot_best_square_3_0.jpg","public://news/featured/pinar_head_shot_best_square_3_0.jpg","image/jpeg","","1582292288","2020","02"
"17143","42700","_dsc0517.jpg","public://news/featured/_dsc0517.jpg","image/jpeg","","1581961284","2020","02"
"17139","42705","koki_ho.jpg","public://news/featured/koki_ho.jpg","image/jpeg","","1581688527","2020","02"
"17137","42704","saibal.jpg","public://news/featured/saibal.jpg","image/jpeg","","1581622258","2020","02"
"17134","42703","kim.chip_6.jpg","public://news/featured/kim.chip_6.jpg","image/jpeg","","1581453803","2020","02"
"17124","42701","nae-2020-feat_1200.png","public://news/featured/nae-2020-feat_1200.png","image/png","","1581437276","2020","02"
"17116","42698","alexafund_alt2_ig_003.png","public://news/featured/alexafund_alt2_ig_003.png","image/png","","1581345394","2020","02"
"17110","42697","riddle.jpg","public://news/featured/riddle.jpg","image/jpeg","","1580830538","2020","02"
"17109","42696","annabelle.visor_.cu_0.jpg","public://news/featured/annabelle.visor_.cu_0.jpg","image/jpeg","","1580827877","2020","02"
"17107","42694","nsf_career_graphic.jpg","public://news/featured/nsf_career_graphic.jpg","image/jpeg","","1580488203","2020","01"
"17090","42692","emelianov.jpg","public://news/featured/emelianov.jpg","image/jpeg","","1580156841","2020","01"
"17083","42690","img_3836.jpg","public://news/featured/img_3836.jpg","image/jpeg","","1579892680","2020","01"
"17075","42688","edwin_square.jpg","public://news/featured/edwin_square.jpg","image/jpeg","","1579630421","2020","01"
"17073","42687","manu.jpg","public://news/featured/manu.jpg","image/jpeg","","1579618162","2020","01"
"17085","42686","alahnasmith_clark_edit.png","public://news/featured/alahnasmith_clark_edit.png","image/png","","1579899360","2020","01"
"17065","42685","buzzandbuzzes.jpeg","public://news/featured/buzzandbuzzes.jpeg","image/jpeg","","1579188262","2020","01"
"17059","42683","electropen_006.jpg","public://news/featured/electropen_006.jpg","image/jpeg","","1579015150","2020","01"
"17058","42682","slaeh.jpg","public://news/featured/slaeh.jpg","image/jpeg","","1578603407","2020","01"
"17056","42681","quantum_computing2.jpg","public://news/featured/quantum_computing2.jpg","image/jpeg","","1578580580","2020","01"
"17053","42679","drrusselldupuis-rgb-2_0.jpg","public://news/featured/drrusselldupuis-rgb-2_0.jpg","image/jpeg","","1578492254","2020","01"
"17041","42677","john_young_1.jpg","public://news/featured/john_young_1.jpg","image/jpeg","","1577997749","2020","01"
"17037","42675","78864254_1219641154894766_7457679349035040768_n_0.png","public://news/featured/78864254_1219641154894766_7457679349035040768_n_0.png","image/png","","1576870944","2019","12"
"17035","42674","azadeh_ansari_ece_headshot_n18c10407_dsc_8524_1.jpg","public://news/featured/azadeh_ansari_ece_headshot_n18c10407_dsc_8524_1.jpg","image/jpeg","","1576851157","2019","12"
"17030","42672","couch.png","public://news/featured/couch.png","image/png","","1576687652","2019","12"
"17033","42673","webster900x600.jpg","public://news/featured/webster900x600.jpg","image/jpeg","","1576848241","2019","12"
"17027","42671","alumni.png","public://news/featured/alumni.png","image/png","","1576676295","2019","12"
"17026","42670","sub-surface_soil_exploration.png","public://news/featured/sub-surface_soil_exploration.png","image/png","","1576616576","2019","12"
"17021","42668","mse-sherman_feat-1200_a.png","public://news/featured/mse-sherman_feat-1200_a.png","image/png","","1576526033","2019","12"
"17017","42666","20191124-144525-5d3b3196_0.jpg","public://news/featured/20191124-144525-5d3b3196_0.jpg","image/jpeg","","1575915351","2019","12"
"17015","42665","researchlab.jpg","public://news/featured/researchlab.jpg","image/jpeg","","1575904379","2019","12"
"17011","42663","capstone19_thumbnail.jpg","public://news/featured/capstone19_thumbnail.jpg","image/jpeg","","1575561946","2019","12"
"17008","42661","op-ed-vector_titledeans.png","public://news/featured/op-ed-vector_titledeans.png","image/png","","1575380979","2019","12"
"17001","42659","pascal-marta2_sq.jpg","public://news/featured/pascal-marta2_sq.jpg","image/jpeg","","1574687568","2019","11"
"16966","42657","ecoli-10068.jpg","public://news/featured/ecoli-10068.jpg","image/jpeg","","1574174241","2019","11"
"16977","42655","fred_cook_final.png","public://news/featured/fred_cook_final.png","image/png","","1574270840","2019","11"
"16981","42654","navila_final.png","public://news/featured/navila_final.png","image/png","","1574271266","2019","11"
"16980","42653","s65-22670orig.jpg","public://news/featured/s65-22670orig.jpg","image/jpeg","","1574271211","2019","11"
"16982","42652","history8.jpg","public://news/featured/history8.jpg","image/jpeg","","1574271338","2019","11"
"16976","42651","anne_patterson_headshot_edit_web.png","public://news/featured/anne_patterson_headshot_edit_web.png","image/png","","1574270763","2019","11"
"16983","42650","turnipseed2.jpg","public://news/featured/turnipseed2.jpg","image/jpeg","","1574271394","2019","11"
"16934","42648","shailendra-edit.png","public://news/featured/shailendra-edit.png","image/png","","1573763747","2019","11"
"16975","42647","mercer_in_production1_1.jpg","public://news/featured/mercer_in_production1_1.jpg","image/jpeg","","1574270723","2019","11"
"16979","42646","flock_safety.jpg","public://news/featured/flock_safety.jpg","image/jpeg","","1574271042","2019","11"
